product_id,url,name,brand,price,image_route,top_notes,middle_notes,base_notes,accords,description
10251,https://www.bysuco.com/product/show/10251,언컷 젬 오 드 퍼퓸,프레데릭 말,430000.0,https://cf.bysuco.net/a1f0b091a7d7371a8360346cf82ee072_cvt.webp?w=600,"진저, 베르가못, 만다린 오렌지, 앤젤리카, 너트맥","베티버, 올리바넘, 레더","머스크, 앰버","시트러스, 앰버, 머스크",대담하고도 수수께끼 같은 매력이 넘치는 향
694053,https://www.bysuco.com/product/show/694053,언더 더 스타즈 오 드 뚜왈렛,메종 마르지엘라,110000.0,https://cf.bysuco.net/6d8f3dda50d19b585cd4d31a860562ce.jpg?w=600,블랙 페퍼,레더,"아가우드, 라브다넘","레더, 우디, 프레쉬 스파이시",따뜻하고 앰버리한 느낌으로 감각적이고 편안한 자연 속 밤의 따뜻한
9803,https://www.bysuco.com/product/show/9803,아쿠아 비떼 오 드 뚜왈렛,메종 프란시스 커정,339000.0,https://cf.bysuco.net/805965b67c12c358dae0ec3593a9953f.jpg?w=600,"레몬, 시칠리안 만다린, 가이악우드","통카 빈, 바닐라, 자스민",헤디온,"시트러스, 바닐라, 우디",서로의 열기와 채움이 동시에 존재하는 향
10531,https://www.bysuco.com/product/show/10531,펄 우드 오 드 퍼퓸,킬리안,640000.0,https://cf.bysuco.net/bbe865230be2edadd48da0538ab0fae1_cvt.webp?w=600,"샤프론, 페퍼","로즈, 아이리스, 일랑일랑","아가우드, 캐스토리움","오드, 레더, 로즈","이국적인 도시, 카타르 도하에서 영감을 받은 향"
9745,https://www.bysuco.com/product/show/9745,34번가 생제르망 오 드 뚜왈렛,딥티크,270000.0,https://cf.bysuco.net/bebb5fbbd102b705c5e07b177e0e17c8.jpg?w=600,"클로브, 시나몬, 블랙 커런트, 카다멈, 무화과 잎, 핑크 페퍼, 그린 노트, 시트러스","제라늄, 아이리스, 튜베로즈, 바이올렛, 로즈","레진, 우디 노트, 유칼립투스","웜 스파이시, 우디, 그린",스파이시한 우디향으로 중성스럽고 묵직한 향이 특징
9375,https://www.bysuco.com/product/show/9375,히말라야 오 드 퍼퓸,크리드,410000.0,https://cf.bysuco.net/285ff72380abb06b4482ce5ffc64e72c.jpg?w=600,"칼라브리안, 베르가못, 그레이프 프룻, 시칠리안 레몬",샌달우드,"머스크, 앰버그리스, 시더","시트러스, 우디, 파우더리",시트러스의 상큼함과 우드의 따뜻함으로 시작되고 남성스러운 향을 거쳐 깨끗하고 드라이한 느낌으로 남는 향
23284,https://www.bysuco.com/product/show/23284,일하 도 멜 오 드 퍼퓸,메모,200000.0,https://cf.bysuco.net/6fdc8d48f6df9034ae23de84ff26a3eb.jpg?w=600,"히아신스, 만다린 오렌지, 주니퍼","허니, 자스민, 오렌지 블라썸, 브룸, 아이리스",바닐라,"화이트 플로랄, 플로랄, 허니",브라질의 아름다운 동굴 섬인 일 하 도멜을 추억하는 향
3408364,https://www.bysuco.com/product/show/3408364,아구아 마르 데 코랄  오 드 뚜왈렛,로에베,172000.0,https://cf.bysuco.net/e08736879fdda822037f7f60d9cdec05.jpg?w=600,"자몽, 만다린","플로럴 노트, 아쿠아틱 노트","머스크, 앰버","아쿠아틱, 시트러스, 프레시, 썸머","산호빛 바다를 닮은 시트러스의 청량함이 맑게 퍼지며, 플로럴과 아쿠아틱 노트가 어우러져 햇살 가득한 해변의 여유를 전하는 산뜻한 마린 시트러스 향"
3406947,https://www.bysuco.com/product/show/3406947,로즈 폼퐁 오 드 퍼퓸,구딸,350000.0,https://cf.bysuco.net/6320dbf31ce968eb117c30f0e4f35548.jpg?w=600,"그레이프프룻, 라즈베리, 블랙커런트, 핑크페퍼","타이프 로즈, 불가리안 로즈, 바이올렛","패츌리, 바닐라, 앰버","프루티, 프레쉬, 플로랄",여성을 위한 프룻티 플로럴 계열
225349,https://www.bysuco.com/product/show/225349,자스민 삼박 앤 메리골드 코롱 인텐스,조 말론,225000.0,https://cf.bysuco.net/32ed5bfcf1e52cd562d0161f5f18ca70.jpg?w=600,"진저, 블랙 카더멈, 핑크 페퍼","워터 릴리, 자스민, 로즈","샌달우드, 블랙 앰버, 패출리, 레더","화이트 플로랄, 플로랄, 스위트",활기찬 메리골드와 자스민 꽃이 대조를 이루며 바닐라와 앰버로 마무리되는 유혹적이고 화려한 향
225074,https://www.bysuco.com/product/show/225074,로얄 프린세스 우드 오 드 퍼퓸,크리드,530000.0,https://cf.bysuco.net/dd39a1833851b40a7f8e91326381dfee.jpg?w=600,"베르가못, 바이올렛, 로즈","패출리, 투스칸 아이리스, 자스민, 바닐라 압솔루트","아가우드, 샌달우드, 시암 벤조인, 때죽나무","파우더리, 우디, 바이올렛",자극적이고 우아한 향기를 드러내며 관능적인 잔향을 남기는 향
33295,https://www.bysuco.com/product/show/33295,브라이트 크리스탈 오 드 뚜왈렛,베르사체,128000.0,https://cf.bysuco.net/f5b3ebc02b0fb891d08464355dd993a3.jpg?w=600,"유자, 석류, 아이스 어코드","피오니, 로투스, 매그놀리아","머스크, 마호가니, 앰버","플로랄, 프레쉬",시퀸 드레스를 입은 여성의 아름답고 풋풋한 이미지를 떠올리게 하는 향
23358,https://www.bysuco.com/product/show/23358,포 허 오 드 퍼퓸,나르시소 로드리게즈,143000.0,https://cf.bysuco.net/761dc3d12cc85ea4312c79c237581f19.jpg?w=600,"로즈, 피치","머스크, 앰버","페출리, 샌달우드","머스크, 로즈, 파우더리","우아하고 관능적이며, 미스테리하면서 육감적인 향"
10604,https://www.bysuco.com/product/show/10604,오리아나 오 드 퍼퓸,퍼퓸 드 말리,450000.0,https://cf.bysuco.net/5787c1272c9944d1f246386f2b9afdcf.jpg?w=600,"만다린 오렌지, 베르가못, 자몽","오렌지 블라썸, 라즈베리, 블랙 커런트","휘핑크림, 마시멜로우, 머스크, 암브레트","스위트, 시트러스, 프루티",관능적이고 신비로운 머스크와 암브레트까지 더해 구어망드 향의 다채로움을 느낄 수 있다
694070,https://www.bysuco.com/product/show/694070,포 힘 베티버 머스크 오 드 뚜왈렛,나르시소 로드리게즈,91000.0,https://cf.bysuco.net/050670b02ddfe22847493c0a60f4941e.jpg?w=600,"이탈리안 사이프러스, 머틀, 로즈","샌달우드, 시더","브라질리안 로즈우드, 스파이스, 앰버, 화이트 머스크","아로마틱, 우디, 프레쉬 스파이시",푸르른 상록수 숲과 향기로운 나무 내음을 담은 우디 아로마틱 머스크 향수
22173,https://www.bysuco.com/product/show/22173,로얄 우드 오 드 퍼퓸,크리드,430000.0,https://cf.bysuco.net/9506cb56200d3dd0b25089d925e19179.jpg?w=600,"핑크 페퍼, 레몬, 시칠리안 베르가못","시더, 안젤리카, 갈바넘","샌달우드, 아가우드, 머스크","우디, 머스크, 파우더리",동양적인 풍경에서 풍겨오는 이국적인 향
20828,https://www.bysuco.com/product/show/20828,벨벳 로즈 앤 오드 코롱 인텐스,조 말론,225000.0,https://cf.bysuco.net/c3dc83c63bbf7e266f92dbde699f0ad9.jpg?w=600,"다마스크 로즈, 아가우드, 프랄린, 클로브",,,"로즈, 우디, 스위트",자성에 이끌리는 듯한 사치스러운 향
20823,https://www.bysuco.com/product/show/20823,피오니 앤 블러시 스웨이드 오 드 코롱,조 말론,110000.0,https://cf.bysuco.net/2c61af37cf276c0fce2cd909dd1f38fd.jpg?w=600,레드 애플,"피오니, 로즈, 카네이션, 자스민",스웨이드,"플로랄, 로즈, 프레쉬",작약이 선사하는 부드럽고 여리한 이미지 연출
3405892,https://www.bysuco.com/product/show/3405892,오 드 메르베이 블루 오 드 뚜왈렛,에르메스,60000.0,https://cf.bysuco.net/f41876274c8d9e5a31c8472957b89392.webp?w=600,"시 노트, 우디 노트, 페출",,,"마린, 우디, 아로마틱",산뜻하고 섬세한 시원함을 풍기는 향
141178,https://www.bysuco.com/product/show/141178,앙젤리끄 수 라 쁠뤼 오 드 퍼퓸,프레데릭 말,480000.0,https://cf.bysuco.net/3253bffb1a7e8163991d1043d139f692.jpg?w=600,"안젤리카, 주니퍼, 핑크페퍼, 시더, 코리앤더, 머스크",,,"머스크, 아로마틱, 우디",비온 후 한아름의 안젤리카 부케에서 풍긴 찰나의 향
3408539,https://www.bysuco.com/product/show/3408539,바이킹 코롱 오 드 퍼퓸,크리드,410000.0,https://cf.bysuco.net/cd4cc611f96597f1494380b52c2ebb77.jpg?w=600,"만다린 오렌지, 레몬, 핑크 페퍼, 베르가못","라벤더, 제라늄, 로즈마리, 세이지, 넛트맥","베티버, 샌달우드, 시더, 알바눔, 패츌리, 프랑킨센스","아로마틱, 시트러스, 우디",무한한 탐험을 추구하는 현대인들을 위한 대중적이면서도 모던한 향기
693908,https://www.bysuco.com/product/show/693908,오리지널 상탈 오 드 퍼퓸,크리드,560000.0,https://cf.bysuco.net/c5cce8ff44e6e73332013cb0131be27a.jpg?w=600,"주니퍼 베리, 코리안더, 진저, 로즈마리, 베르가못, 만다리안 오렌지","샌달우드, 레더, 오렌지 블로썸, 제라늄","통카빈, 머스크, 시더, 오크모스","아로마틱, 우디, 프레쉬 스파이시","1930년대에 크리드 가문이 자주 방문했던 아시아에서 
영감을 받은 향"
225123,https://www.bysuco.com/product/show/225123,미스 디올 오 드 뚜왈렛 오리지널,디올,239000.0,https://cf.bysuco.net/a47dc9202d48068375a231d0200d8717.jpg?w=600,갈바늄,자스민 삼박,패츌,"그린, 패츌리, 화이트 플로랄",아방가르드한 그린 시프레 플로랄 어코드
9470,https://www.bysuco.com/product/show/9470,포트레이트 더 트라제디 로드 조지 오 드 퍼퓸,펜할리곤스,448000.0,https://cf.bysuco.net/ee073b66cf2f1b06f944c2554552596a.jpg?w=600,"브랜디, 쉐이빙 솝","통카 빈, 오렌지 플라워","샌달우드, 가이악 우드, 애니멀 머스크","우디, 앰버, 바닐라",와일드한 매력이 넘치는 남성을 위한 향수
3405273,https://www.bysuco.com/product/show/3405273,바닐라 바이브 오 드 퍼퓸,줄리엣 헤즈 어 건,169000.0,https://cf.bysuco.net/52a7a5fe142aa4acb719b6c0ca58d233.jpg?w=600,솔트,"바닐라앱솔루트, 오키드","통카빈, 머스크, 샌달우드, 밴조인","앰버, 머스크, 우디",관능적이며 힘차고 자유로움을 표현한 향수
23681,https://www.bysuco.com/product/show/23681,까실리 오 드 퍼퓸,퍼퓸 드 말리,450000.0,https://cf.bysuco.net/bb628c55221b579179a7ca55230b5b8b.jpg?w=600,"레드 커런트, 플로랄 노트, 불가리안 로즈","푸루메리아, 플럼, 페탈리아, 미모사","바닐라, 통카 빈, 샌달우드","플로랄, 프루티, 스위트",경쾌하고 럭셔리한 사교계에 영감 받은 향
20827,https://www.bysuco.com/product/show/20827,튜버로즈 안젤리카 코롱 인텐스,조 말론,225000.0,https://cf.bysuco.net/a9cc9583672f2f2edcab9a0eac3aab21.jpg?w=600,안젤리카,튜베로즈,"앰버, 우디 노트","튜베로즈, 화이트 플로랄, 앰버",화려하면서도 호화로운 향
2389468,https://www.bysuco.com/product/show/2389468,포 힘 블루 느와 오 드 퍼퓸,나르시소 로드리게즈,121000.0,https://cf.bysuco.net/43b6a1c94a78a404667978cd1106c9cf.jpg?w=600,"머스크, 베티버, 시더, 에보니, 앰버",,,"우디, 머스크, 파우더리",우아하고 세련되면서도 매혹적인 향으로 남성적 관능미를 느낄 수 있는 향수
22415,https://www.bysuco.com/product/show/22415,카넬 플라워 오 드 퍼퓸,프레데릭 말,310000.0,https://cf.bysuco.net/c60f6d0e800236d849dbef56e29e8c04.jpg?w=600,"튜베로즈, 유칼립투스, 자스민, 코코넛, 오렌지 블라썸, 일랑일랑, 화이트 머스크, 멜론, 베르가못",,,"화이트 플로랄, 튜베로즈, 우디",튜베로즈가 선보이는 육감적이고 치명적인 관능미
3407414,https://www.bysuco.com/product/show/3407414,더 원 포 맨 오 드 퍼퓸,돌체앤가바나,140000.0,https://cf.bysuco.net/e8d2950d66fc528233c91d5920fc86c3.jpg?w=600,"레몬, 그린애플","자스민, 메리골드","머스크, 앰버","앰버, 프레쉬 스파이시, 시트러스",레몬맛 솜사탕처럼 보다 부드럽고 달달한 향기
3406682,https://www.bysuco.com/product/show/3406682,프라가리아 오 드 퍼퓸,크리드,490000.0,https://cf.bysuco.net/11060b7a44435f7c955d72c4cba780e8.jpg?w=600,"만다리, 베르가못, 핑크 페퍼","스트로베리, 바이올렛","베티버, 샌달우드","프루티, 시트러스, 스위트",여성용 플로럴 프루티(꽃과 과일 향) 향수입니다.
21970,https://www.bysuco.com/product/show/21970,샹스 오 드 퍼퓸,샤넬,139000.0,https://cf.bysuco.net/32f9fc8c54d135e61c497dcad82aab8a.jpg?w=600,핑크 페퍼,"자스민, 아이리스","패출리, 머스크, 바닐라","머스크, 패출리, 파우더리","예측할 수 없이, 반짝이는 로맨틱한 향"
21894,https://www.bysuco.com/product/show/21894,히어로 포 맨 오 드 뚜왈렛,버버리,118000.0,https://cf.bysuco.net/428f2661b595d69bc280897dc2a0fb1d.jpg?w=600,베르가못,"주니퍼, 블랙페퍼","아틀라스 시더, 히말라얀 시더, 버지니아 시더","우디, 프레쉬 스파이시",시더우드와 시트러스가 조화롭게 어우러져 화사하면서 매력적인 이미지 연출
3405615,https://www.bysuco.com/product/show/3405615,블랙 라커 오 드 퍼퓸,톰 포드,360000.0,https://cf.bysuco.net/d684813dff37c93ae29bfa5b9a5d5d49.jpg?w=600,"잉크, 블랙 페퍼, 럼, 비닐","에보니 우드 애브리콧, 피오니, 엘레미",올리바넘,"우디, 아로마틱, 프레쉬 스파이시",목재에 옻칠을 통해 광택감을 더하던 고대의 공예법으로부터 영감을 얻은 향
3406962,https://www.bysuco.com/product/show/3406962,프리베 사이프러스 판텔레리아 오 드 뚜왈렛,조르지오 아르마니,230000.0,https://cf.bysuco.net/3a31dd96603a18fc2a58721de3a15b84.jpg?w=600,"시트론, 베르가못, 네롤리, 만다린 오렌지","사이프러스, 워터 노트, 세이지","오크모스, 베티버, 앰버우드, 파촐리","우디, 아로마틱, 시트러스",시트론과 베르가못의 노트로 프레시하게 시작되는 향기는 짙은 사이프러스 나무들이 쏟아낸 마린 노트의 바람에 흔들려 청량하면서도 젠틀한 향으로 드라이 다운되는 매력적인 향입니다.
694068,https://www.bysuco.com/product/show/694068,크리스탈 오 드 퍼퓸,나르시소 로드리게즈,141000.0,https://cf.bysuco.net/02973c4576424559fa0ae1875bab3b1e.jpg?w=600,"프리지아, 오렌지 블라썸, 베르가못","머스크, 로즈, 화이트 플라워, 자스민","시더, 앰버, 벤조인, 캐시메란","화이트 플로럴, 머스크, 플로럴",투명하게 빛나며 내면의 아름다움을 드러내는 크리스탈처럼 한 여성의 진솔한 모습 그 자체를 드러내고 자연스럽게 빛나는 여성스러움을 자아냅니다.
225414,https://www.bysuco.com/product/show/225414,러브 돈 비 샤 오 프레쉬 오 드 퍼퓸,킬리안,425000.0,https://cf.bysuco.net/c3eb0626c048907797bcbb4e247b2254.jpg?w=600,"네롤리, 페티그레인","자스민, 피오니, 프리지아","마쉬멜로우, 화이트 머스크","플로랄, 화이트 플로랄, 스위트",슈가 어코드의 달콤함으로 부드럽게 퍼지는 관능미
225412,https://www.bysuco.com/product/show/225412,러브 익스트림 오 드 퍼퓸,킬리안,487000.0,https://cf.bysuco.net/fdc6f2f7a36d4cebf2beb7a80a401e89.jpg?w=600,"네롤리, 베르가못","오렌지 블라섬, 불가리안 로즈","마쉬멜로우, 바닐라, 머스크, 포메그란트","스위트, 화이트 플로랄, 시트러스",유쾌한 마시멜로우 어코드가 선사하는 숭고한 꽃향기
140897,https://www.bysuco.com/product/show/140897,노마드 오 드 뚜왈렛,끌로에,150000.0,https://cf.bysuco.net/c8664a4468aecf4c0ad691438560cd1e.jpg?w=600,"미라벨, 베르가못, 레몬, 오렌지","프리지아, 피치, 자스민, 로즈","오크모스, 파출리, 앰버우드, 화이트 머스크, 샌달우드","우디, 시트러스, 프루티",시대를 초월한 우아함이 물씬 풍기는 자유분방하고 현대적인 여성을 구현하는 향입니다.
225726,https://www.bysuco.com/product/show/225726,아이 돈 노우 왓 오 드 퍼퓸,디에스 앤 더가,240000.0,https://cf.bysuco.net/a699988d5e93a37167f841acd98afa91.jpg?w=600,베르가못 에센스,"이소 이 슈퍼, 베티버","샌달우드, 앰브록스 슈퍼","우디, 앰버, 머스크","프랑스 사람들이 ""I DON'T KNOW WHAT"" 이라고 말하는 것처럼, 어떤 향수도 확실한 향수를 주는 투명한 광채를 가진 향기 인헨"
224903,https://www.bysuco.com/product/show/224903,넘버5 오 드 퍼퓸 리필,샤넬,206000.0,https://cf.bysuco.net/8bb6ece573d352ee099d29839c47c844.jpg?w=600,"알데하이드, 일랑일랑, 베르가못","로즈, 자스민, 아이리스","샌달우드, 바닐라","바닐라, 알데하이드, 파우더리",플로랄 향기와 알데하이드를 혼합한 향기에서 영감을 받아 탄생한 향수
141236,https://www.bysuco.com/product/show/141236,블룸 암브로시아 디 피오리 오 드 퍼퓸,구찌,157000.0,https://cf.bysuco.net/2ae39d57553ebbf885105882b95bda43.jpg?w=600,"자스민, 인동덩굴",튜베로즈,"다마스크 로즈, 오리스",화이트 플로랄,고귀하고 희귀한 꽃의 노트들이 한 번에 만개하는 듯한 느낌을 선사하는 향
23765,https://www.bysuco.com/product/show/23765,엘리자베스 로즈 오 드 퍼퓸,펜할리곤스,154000.0,https://cf.bysuco.net/e94072c607f2a4856db44744fa577726.jpg?w=600,"헤이즐넛, 탠저린, 아몬드, 시나몬","5월의 장미, 로즈오일, 로즈, 블랙 커런트, 제라늄, 플럼, 레드릴리","머스크, 우디 노트, 바이올렛, 이리스 뿌리, 베티버","로즈, 우디, 프루티",고전적 향수의 현대적 터치
3406334,https://www.bysuco.com/product/show/3406334,그리 샤르넬 오 드 퍼퓸,비디케이,339000.0,https://cf.bysuco.net/51dc9c3198d8e73913da542e5cbde152.jpg?w=600,"카다멈, 블랙 티, 피그","아이리스, 부르봉 베티버","샌달우드, 통카 빈","우디, 웜 스파이시, 아로마틱",파리지앵의 도시적 감수성을 담은 향
97164,https://www.bysuco.com/product/show/97164,세르주 느와르 오 드 퍼퓸,세르주 루텐,505000.0,https://cf.bysuco.net/e663e31bdf0504e61422856d4b16b326.jpg?w=600,"클로브, 인센스, 스파이시, 에보니 우드, 우디 노트, 시나몬, 앰버, 패츌리",,,"웜 스파이시, 우디, 앰버",스모키하고 영묘하며 신비로운 향수
9359,https://www.bysuco.com/product/show/9359,옴므 아 라 로즈 오 드 퍼퓸,메종 프란시스 커정,376000.0,https://cf.bysuco.net/7f9da0ae81b1f9a9f9a6477f42859488.jpg?w=600,"5월의 장미, 다마스크 로즈, 자몽, 앰버우드, 세이지, 스페니쉬 랍다넘",,,"로즈, 앰버, 시트러스",남성을 위한 장미에 대한 자유로운 해석
21985,https://www.bysuco.com/product/show/21985,알뤼르 옴므 스포츠 오 드 코롱,샤넬,134000.0,https://cf.bysuco.net/0e073d95c4b693d43da9e45ffb602e61.jpg?w=600,"레몬, 베르가못, 오렌지, 그레이프 프룻, 만다린 오렌지, 알데하이드, 네롤리","퍼 레진, 스파이시, 엘레미 레진","화이트 머스크, 페퍼, 아틀라스 시더, 베티버, 통카빈","시트러스, 프레쉬 스파이시, 아로마틱","태양빛을 닮은 강렬함, 심플함을 추구하는 남성의 향"
21311,https://www.bysuco.com/product/show/21311,베티베리오 오 드 뚜왈렛,딥티크,275000.0,https://cf.bysuco.net/c3ba6d17a399b0c1dcdc12d2a141374d.jpg?w=600,"자몽, 만다린","제라늄, 일랑일랑",베티버,"베티버, 우디, 시트러스, 프레시","신선한 시트러스와 그린함이 맑게 열리며, 베티버의 드라이한 흙 내음이 또렷하게 이어져 산뜻하면서도 단단한 여운을 남기는 정제된 베티버 우디 향"
3405521,https://www.bysuco.com/product/show/3405521,쏠레이 블랑 오 드 퍼퓸,톰 포드,105000.0,https://cf.bysuco.net/79e81732adcbb93298aa06b7de0b11f7.jpg?w=600,"피스타치오, 베르가못, 카다멈, 핑크 페퍼","튜베로즈, 일랑일랑, 자스민","코코넛, 앰버, 통카 빈, 벤조인","화이트 플로랄, 코코넛, 스위트",은은한 코코넛향이 선사하는 맑은 휴양지의 향
23274,https://www.bysuco.com/product/show/23274,오 드 메모 오 드 퍼퓸,메모,390000.0,https://cf.bysuco.net/504b67735fa5f4b22c53c76bf56353c3_cvt.webp?w=600,"그린티, 베르가못, 레몬","자스민, 아이리스, 샤프론","레더, 모스, 화이트 머스크","시트러스, 레더, 그린",파리의 하늘을 바라보며
3406653,https://www.bysuco.com/product/show/3406653,에르바 골드 오 드 퍼퓸,제르조프,319000.0,https://cf.bysuco.net/ed2a64f707b88ed3c2b07af2152a751b.jpg?w=600,"브라질 오렌지, 칼라브리안 베르가못, 시칠리안 레몬, 진저","멜론, 피어, 그린 애플, 시나몬, 클로브, 과테말라 카다몸","화이트 머스크, 마다가스카르 바닐라, 앰버, 우디 노트","시트러스, 프루티, 프레쉬","남녀 모두를 위한 고급스럽고 빛나는 향수로 신선함, 스파이시함, 크리미한 깊이의 균형을 중시하는 이들에게 완벽한 매혹적이고 다재다능한 향수"
225701,https://www.bysuco.com/product/show/225701,쏠레이 드 푸 오 드 퍼퓸,톰 포드,253000.0,https://cf.bysuco.net/049e4bba7a165282ee72248eb57de595.jpg?w=600,"샌달 우드, 앰버, 벤조인, 튜베로즈",,,"앰버, 우디, 웜 스파이",석양 빛을 떠올리게 하는 앰버 우디 계열로 쏠레이의 가장 관능적인 향
3405604,https://www.bysuco.com/product/show/3405604,토바코 바닐 오 드 퍼퓸,톰 포드,99000.0,https://cf.bysuco.net/4b7cf5369220e559f8c0554d0a696ebb.jpg?w=600,"타바코 리프, 스파이시 노트","바닐라, 카카오, 통카 빈, 타바코 블라썸","건조과일, 우디 노트","바닐라, 스위트, 타바코",꼬냑으로 가득한 영국 신사들의 클럽에서 영감을 받아 클래식한 향을 재창조했다.
113327,https://www.bysuco.com/product/show/113327,체리 블라썸 오 드 뚜왈렛,록시땅,80000.0,https://cf.bysuco.net/e9db57042fd3c9048c76580fbb5370aa.jpg?w=600,"체리, 카시스, 프리지아","체리 블라썸, 릴리 오브 더 밸리","로즈우드, 머스크, 앰버","프루티, 플로랄, 체리",페미닌한 플로랄 향기와 함께 달콤한 체리향이 어우러진 향.
2133527,https://www.bysuco.com/product/show/2133527,어벤투스 오 드 퍼퓸,크리드,330000.0,https://cf.bysuco.net/e56a05bd7cb77b75d5255440b35bbd91.jpg?w=600,"베르가못, 블랙 커런트, 애플, 레몬, 핑크 페퍼","파인애플, 패출리, 모로칸 자스민","자작나무, 머스크, 오크 모스, 암브록산, 시더우드","프루티, 스위트, 레더","용기와 힘, 비전, 그리고 성공을 기원하는 고급진 향"
225717,https://www.bysuco.com/product/show/225717,푸제르 다르장트 오 드 퍼퓸,톰 포드,422000.0,https://cf.bysuco.net/640b318592fee4eec23bd898e70eed58.jpg?w=600,"라벤더, 만다린 오렌지 블라썸, 진저","라다넘, 아키갈라 우드",쿠마린,"우디, 스파이시",푸제르 향 계열로 겨울에 뿌리기 좋은 향
9928,https://www.bysuco.com/product/show/9928,블룸 오 드 뚜왈렛,구찌,127000.0,https://cf.bysuco.net/acae8dadd7c3d442af8c7782acbde7be_cvt.webp?w=600,자스민,튜베로즈,라군 크리퍼,"화이트 플로랄, 튜베로즈","자스민, 튜베로즈, 라군 크리퍼의 조합이 달콤한 네롤리 어코드와 어우러지면서 신선하게 다가온다"
9372,https://www.bysuco.com/product/show/9372,아쿠아 플로렌티나 오 드 퍼퓸,크리드,330000.0,https://cf.bysuco.net/264c8c668e0e4750415cb7eb4cd6aaa4.jpg?w=600,"애플, 플럼","베르가못, 시칠리안 베르가못, 레몬, 배, 로즈","화이트 그레이프 프룻, 버지니아 시더, 샌달우드","시트러스, 프루티, 우디",어느 여름날의 정원을 연상시키는 프루티하고 풍부한 향
3407249,https://www.bysuco.com/product/show/3407249,오렌지 상귄 코롱 압솔뤼 오 드 퍼퓸,아틀리에 코롱,148000.0,https://cf.bysuco.net/d6b4615a6b823b9974737b0c784fde3f.jpg?w=600,"블러드 오렌지, 비터 오렌지, 블러드 만다린","아프리칸 제라늄, 이집트 자스민, 마다가스카르 페퍼","샌달우드, 앰버, 통카빈, 텍사스 시더우드","시트러스, 프레쉬 스파이시, 아로마틱",블러드 오렌지는 풍성하고 과즙이 풍부한 향을 발산합니다.
3404886,https://www.bysuco.com/product/show/3404886,아이리스 오 드 퍼퓸 (메디치 가든 컬렉션),산타 마리아 노벨라,245000.0,https://cf.bysuco.net/6ea8f004c47cde2446ee13a6773087d3.jpg?w=600,"네롤리, 사천 페퍼","매그놀리아, 자스민, 제라늄","아이리스, 머스크, 앰버그리스","아이리스, 파우더리, 플로랄",싱그러움을 간직한 우아한 속삭임
225704,https://www.bysuco.com/product/show/225704,아주르 라임 오 드 퍼퓸,톰 포드,414000.0,https://cf.bysuco.net/c784eeb0cda16ddd424e71d85a7f9766.jpg?w=600,"시트러스, 우디 노트, 머스크, 샌달",,,"시트러스, 우디, 프레쉬",세련됨과 함께 진화하는 캐주얼 엘레강스 시트러스 시프레 향
140893,https://www.bysuco.com/product/show/140893,노마드 오 드 퍼퓸,끌로에,123000.0,https://cf.bysuco.net/cf22b37b0c682d19f46b1844a50904d7.jpg?w=600,"미라벨, 베르가못, 레몬, 오렌지","프리지아, 피치, 자스민, 로즈","오크모스, 파출리, 앰버우드, 화이트 머스크, 샌달우드","우디, 시트러스, 프루",발랄한 플로럴 분위기가 선보이는 상쾌하고 부드러운 향
20849,https://www.bysuco.com/product/show/20849,라다넘 18 오 드 퍼퓸,르 라보,310000.0,https://cf.bysuco.net/e4ab96ad3a5eb02a0ad27442f3c85e82.jpg?w=600,"프레쉬 랍다넘, 바닐라, 시벳, 머스크, 레진, 캐스트리움, 통카 빈, 구잔 발삼, 페출리, 자작나무, 시나몬",,,"앰버, 머스크, 우디",폭발적인 잠재력을 가진 한 번 빠지면 헤어나올 수 없는 매력을 선사하는 향
3407589,https://www.bysuco.com/product/show/3407589,오 드 쏠레이 블랑 오 드 뚜왈렛,톰 포드,73000.0,https://cf.bysuco.net/8d4de341188f94732810fdd42b369ffd.jpg?w=600,"비터 오렌지, 네롤리, 베르가못, 시트론, 피스타치오, 페티그레인, 카다멈, 핑크 페퍼, 카라웨이","튜베로즈, 튜니지안 오렌지 블라썸, 일랑일랑","코코넛, 바닐라, 통카 빈, 앰버","시트러스, 화이트 플로랄, 코코넛",시트러스 플로럴 계열의 상쾌하고 중독적인 향수
32613,https://www.bysuco.com/product/show/32613,베르가못 오 드 퍼퓸,멜린앤게츠,151000.0,https://cf.bysuco.net/27eb0c3babb4aa281ff336ab33ab7cec.jpg?w=600,"베르가못, 라임, 레몬, 자몽, 그린 페퍼, 만다린 오렌지","진저, 블랙 페퍼, 릴리오브더밸리, 페퍼민트, 카다멈","머스크, 시더, 우디 노트, 앰버","시트러스, 프레쉬 스파이시, 아로마틱",시트러스 노트의 풍부한 복합성을 표현한 선명한 향
10286,https://www.bysuco.com/product/show/10286,플레르 도란줴 27 오 드 퍼퓸,르 라보,310000.0,https://cf.bysuco.net/9acf8656c2bd5260e0ed10e26f296196.jpg?w=600,,,,"시트러스, 화이트 플로랄, 아로마틱",따뜻하고 화창한 느낌의 오렌지 블로썸과 머스크가 어우러진 향
141239,https://www.bysuco.com/product/show/141239,뱀부 오 드 퍼퓸,구찌,128000.0,https://cf.bysuco.net/23efe8f4fa8a5176dba6703acfd11bdc.jpg?w=600,베르가못,"카사블랑카 릴리, 일랑 일랑, 오렌지 블로썸","산달우드, 타히티안 바닐라, 앰버","화이트 플로랄, 시트러스",샌들우드와 그레이 앰버는 여성스러움을 더해 주고 우디한 향과 적절한 조화를 이루는 향
